trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
392677,1335,1998-10-13,PRIJEM,VKLAD,14875,43485,NULL,NULL,NULL
392678,1335,1998-11-13,PRIJEM,VKLAD,14875,45234,NULL,NULL,NULL
392679,1335,1998-12-13,PRIJEM,VKLAD,22313,52972,NULL,NULL,NULL
392716,1335,1998-01-14,VYDAJ,"PREVOD NA UCET",5367,43515,SIPO,QR,86276912
392717,1335,1998-02-14,VYDAJ,"PREVOD NA UCET",5367,44440,SIPO,QR,86276912
392718,1335,1998-03-14,VYDAJ,"PREVOD NA UCET",5367,42765,SIPO,QR,86276912
392719,1335,1998-04-14,VYDAJ,"PREVOD NA UCET",5367,43089,SIPO,QR,86276912
392720,1335,1998-05-14,VYDAJ,"PREVOD NA UCET",5367,43011,SIPO,QR,86276912
392721,1335,1998-06-14,VYDAJ,"PREVOD NA UCET",5367,45150,SIPO,QR,86276912
392722,1335,1998-07-14,VYDAJ,"PREVOD NA UCET",5367,38030,SIPO,QR,86276912
392723,1335,1998-08-14,VYDAJ,"PREVOD NA UCET",5367,38331,SIPO,QR,86276912
392724,1335,1998-09-14,VYDAJ,"PREVOD NA UCET",5367,34930,SIPO,QR,86276912
392725,1335,1998-10-14,VYDAJ,"PREVOD NA UCET",5367,38118,SIPO,QR,86276912
392726,1335,1998-11-14,VYDAJ,"PREVOD NA UCET",5367,39867,SIPO,QR,86276912
392727,1335,1998-12-14,VYDAJ,"PREVOD NA UCET",5367,47605,SIPO,QR,86276912
392764,1335,1998-01-06,VYDAJ,"PREVOD NA UCET",1044,43907," ",MN,66854125
392765,1335,1998-02-06,VYDAJ,"PREVOD NA UCET",1044,42632," ",MN,66854125
392766,1335,1998-03-06,VYDAJ,"PREVOD NA UCET",1044,43557," ",MN,66854125
392767,1335,1998-04-06,VYDAJ,"PREVOD NA UCET",1044,41881," ",MN,66854125
392768,1335,1998-05-06,VYDAJ,"PREVOD NA UCET",1044,42203," ",MN,66854125
392769,1335,1998-06-06,VYDAJ,"PREVOD NA UCET",1044,42124," ",MN,66854125
392770,1335,1998-07-06,VYDAJ,"PREVOD NA UCET",1044,39222," ",MN,66854125
392771,1335,1998-08-06,VYDAJ,"PREVOD NA UCET",1044,37123," ",MN,66854125
392772,1335,1998-09-06,VYDAJ,"PREVOD NA UCET",1044,26822," ",MN,66854125
392773,1335,1998-10-06,VYDAJ,"PREVOD NA UCET",1044,28610," ",MN,66854125
392774,1335,1998-11-06,VYDAJ,"PREVOD NA UCET",1044,30359," ",MN,66854125
392775,1335,1998-12-06,VYDAJ,"PREVOD NA UCET",1044,30659," ",MN,66854125
392779,1335,1998-06-08,VYDAJ,VYBER,7520,28204,NULL,NULL,NULL
392783,1335,1998-12-01,VYDAJ,"VYBER KARTOU",1800,38203,NULL,NULL,0
392799,1335,1998-06-28,VYDAJ,VYBER,5040,40110,NULL,NULL,NULL
392800,1335,1998-10-22,VYDAJ,VYBER,4440,33678,NULL,NULL,NULL
392801,1335,1998-12-05,VYDAJ,"VYBER KARTOU",700,31703,NULL,NULL,0
392802,1335,1998-10-03,VYDAJ,"VYBER KARTOU",3200,31854,NULL,NULL,0
392803,1335,1998-09-07,VYDAJ,"VYBER KARTOU",1400,25422,NULL,NULL,0
392841,1335,1998-01-31,VYDAJ,VYBER,15,43676,SLUZBY,NULL,NULL
392842,1335,1998-02-28,VYDAJ,VYBER,15,44601,SLUZBY,NULL,NULL
392843,1335,1998-03-31,VYDAJ,VYBER,15,42925,SLUZBY,NULL,NULL
392844,1335,1998-04-30,VYDAJ,VYBER,15,43247,SLUZBY,NULL,NULL
392845,1335,1998-05-31,VYDAJ,VYBER,15,43168,SLUZBY,NULL,NULL
392846,1335,1998-06-30,VYDAJ,VYBER,15,40266,SLUZBY,NULL,NULL
392847,1335,1998-07-31,VYDAJ,VYBER,15,38167,SLUZBY,NULL,NULL
392848,1335,1998-08-31,VYDAJ,VYBER,15,38466,SLUZBY,NULL,NULL
392849,1335,1998-09-30,VYDAJ,VYBER,15,35054,SLUZBY,NULL,NULL
392850,1335,1998-10-31,VYDAJ,VYBER,15,33803,SLUZBY,NULL,NULL
392851,1335,1998-11-30,VYDAJ,VYBER,15,40003,SLUZBY,NULL,NULL
392879,1335,1998-01-08,VYDAJ,VYBER,9900,34007,NULL,NULL,NULL
392880,1335,1998-02-07,VYDAJ,VYBER,7700,34932,NULL,NULL,NULL
392881,1335,1998-03-09,VYDAJ,VYBER,10300,33257,NULL,NULL,NULL
392882,1335,1998-04-08,VYDAJ,VYBER,8300,33581,NULL,NULL,NULL
392883,1335,1998-05-08,VYDAJ,VYBER,8700,33503,NULL,NULL,NULL
392884,1335,1998-06-07,VYDAJ,VYBER,6400,35724,NULL,NULL,NULL
392885,1335,1998-07-07,VYDAJ,VYBER,10700,28522,NULL,NULL,NULL
392886,1335,1998-08-06,VYDAJ,VYBER,8300,28823,NULL,NULL,NULL
392887,1335,1998-09-05,VYDAJ,VYBER,10600,27866,NULL,NULL,NULL
392888,1335,1998-10-05,VYDAJ,"VYBER KARTOU",2200,29654,NULL,NULL,0
392889,1335,1998-11-04,VYDAJ,"VYBER KARTOU",2400,31403,NULL,NULL,0
392890,1335,1998-12-04,VYDAJ,VYBER,5800,32403,NULL,NULL,NULL
392943,1336,1998-01-07,PRIJEM,VKLAD,17104,45842,NULL,NULL,NULL
392944,1336,1998-02-07,PRIJEM,VKLAD,17104,38927,NULL,NULL,NULL
392945,1336,1998-03-07,PRIJEM,VKLAD,17104,43899,NULL,NULL,NULL
392946,1336,1998-04-07,PRIJEM,VKLAD,17104,45489,NULL,NULL,NULL
392947,1336,1998-05-07,PRIJEM,VKLAD,17104,47686,NULL,NULL,NULL
392948,1336,1998-06-07,PRIJEM,VKLAD,25656,55541,NULL,NULL,NULL
392949,1336,1998-07-07,PRIJEM,VKLAD,17104,38605,NULL,NULL,NULL
392950,1336,1998-08-07,PRIJEM,VKLAD,17104,44377,NULL,NULL,NULL
392951,1336,1998-09-07,PRIJEM,VKLAD,17104,45165,NULL,NULL,NULL
392952,1336,1998-10-07,PRIJEM,VKLAD,17104,40256,NULL,NULL,NULL
392953,1336,1998-11-07,PRIJEM,VKLAD,17104,38425,NULL,NULL,NULL
392954,1336,1998-12-07,PRIJEM,VKLAD,25656,48942,NULL,NULL,NULL
392967,1336,1998-01-10,VYDAJ,"PREVOD NA UCET",9426,32316,SIPO,CD,63792580
392968,1336,1998-02-10,VYDAJ,"PREVOD NA UCET",9426,29501,SIPO,CD,63792580
392969,1336,1998-03-10,VYDAJ,"PREVOD NA UCET",9426,34473,SIPO,CD,63792580
392970,1336,1998-04-10,VYDAJ,"PREVOD NA UCET",9426,36063,SIPO,CD,63792580
392971,1336,1998-05-10,VYDAJ,"PREVOD NA UCET",9426,38260,SIPO,CD,63792580
392972,1336,1998-06-10,VYDAJ,"PREVOD NA UCET",9426,46115,SIPO,CD,63792580
392973,1336,1998-07-10,VYDAJ,"PREVOD NA UCET",9426,29179,SIPO,CD,63792580
392974,1336,1998-08-10,VYDAJ,"PREVOD NA UCET",9426,34951,SIPO,CD,63792580
392975,1336,1998-09-10,VYDAJ,"PREVOD NA UCET",9426,34339,SIPO,CD,63792580
392976,1336,1998-10-10,VYDAJ,"PREVOD NA UCET",9426,30830,SIPO,CD,63792580
392977,1336,1998-11-10,VYDAJ,"PREVOD NA UCET",9426,28999,SIPO,CD,63792580
392978,1336,1998-12-10,VYDAJ,"PREVOD NA UCET",9426,36016,SIPO,CD,63792580
392980,1336,1998-06-11,VYDAJ,VYBER,26700,19415,NULL,NULL,NULL
392982,1336,1998-01-16,VYDAJ,VYBER,5900,26416,NULL,NULL,NULL
392984,1336,1998-12-06,VYDAJ,VYBER,1100,23286,NULL,NULL,NULL
392991,1336,1998-01-08,VYDAJ,VYBER,1100,44742,NULL,NULL,NULL
392992,1336,1998-01-26,VYDAJ,VYBER,2400,22516,NULL,NULL,NULL
392993,1336,1998-01-06,VYDAJ,VYBER,900,28738,NULL,NULL,NULL
392994,1336,1998-01-22,VYDAJ,VYBER,700,25716,NULL,NULL,NULL
392995,1336,1998-01-28,VYDAJ,VYBER,800,21716,NULL,NULL,NULL
392996,1336,1998-01-03,VYDAJ,VYBER,1200,29638,NULL,NULL,NULL
393003,1336,1998-05-25,VYDAJ,VYBER,4800,29760,NULL,NULL,NULL
393004,1336,1998-10-27,VYDAJ,VYBER,2800,21230,NULL,NULL,NULL
393005,1336,1998-02-18,VYDAJ,VYBER,1600,27901,NULL,NULL,NULL
393006,1336,1998-01-09,VYDAJ,VYBER,3000,41742,NULL,NULL,NULL
393007,1336,1998-09-10,VYDAJ,VYBER,1400,43765,NULL,NULL,NULL
393008,1336,1998-12-08,VYDAJ,VYBER,3500,45442,NULL,NULL,NULL
393009,1336,1998-12-25,VYDAJ,VYBER,4500,23216,NULL,NULL,NULL
393010,1336,1998-07-11,VYDAJ,VYBER,700,28479,NULL,NULL,NULL
393024,1336,1998-01-31,VYDAJ,VYBER,15,21823,SLUZBY,NULL,NULL
393025,1336,1998-02-28,VYDAJ,VYBER,15,26795,SLUZBY,NULL,NULL
393026,1336,1998-03-31,VYDAJ,VYBER,15,28385,SLUZBY,NULL,NULL
393027,1336,1998-04-30,VYDAJ,VYBER,15,30582,SLUZBY,NULL,NULL
393028,1336,1998-05-31,VYDAJ,VYBER,15,29885,SLUZBY,NULL,NULL
393029,1336,1998-06-30,VYDAJ,VYBER,15,21501,SLUZBY,NULL,NULL
393030,1336,1998-07-31,VYDAJ,VYBER,15,27273,SLUZBY,NULL,NULL
393031,1336,1998-08-31,VYDAJ,VYBER,15,28061,SLUZBY,NULL,NULL
393032,1336,1998-09-30,VYDAJ,VYBER,15,23152,SLUZBY,NULL,NULL
393033,1336,1998-10-31,VYDAJ,VYBER,15,21321,SLUZBY,NULL,NULL
393034,1336,1998-11-30,VYDAJ,VYBER,15,24386,SLUZBY,NULL,NULL
393045,1336,1998-01-22,VYDAJ,VYBER,800,24916,NULL,NULL,NULL
393046,1336,1998-02-21,VYDAJ,VYBER,1200,26701,NULL,NULL,NULL
393047,1336,1998-03-23,VYDAJ,VYBER,6200,28273,NULL,NULL,NULL
393048,1336,1998-04-22,VYDAJ,VYBER,5600,30463,NULL,NULL,NULL
393049,1336,1998-05-22,VYDAJ,VYBER,3700,34560,NULL,NULL,NULL
393050,1336,1998-06-21,PRIJEM,VKLAD,2000,21415,NULL,NULL,NULL
393051,1336,1998-07-21,VYDAJ,VYBER,1300,27179,NULL,NULL,NULL
393052,1336,1998-08-20,VYDAJ,VYBER,7000,27951,NULL,NULL,NULL
393053,1336,1998-09-19,VYDAJ,VYBER,11300,23039,NULL,NULL,NULL
393054,1336,1998-10-19,VYDAJ,VYBER,6800,24030,NULL,NULL,NULL
393055,1336,1998-11-18,VYDAJ,VYBER,4700,24299,NULL,NULL,NULL
393056,1336,1998-12-18,VYDAJ,VYBER,8300,27716,NULL,NULL,NULL
393140,1337,1998-01-06,PRIJEM,VKLAD,4896,61782,NULL,NULL,NULL
393141,1337,1998-02-06,PRIJEM,VKLAD,4896,48423,NULL,NULL,NULL
393142,1337,1998-03-06,PRIJEM,VKLAD,4896,56346,NULL,NULL,NULL
393143,1337,1998-04-06,PRIJEM,VKLAD,4896,63999,NULL,NULL,NULL
393144,1337,1998-05-06,PRIJEM,VKLAD,4896,67873,NULL,NULL,NULL
393145,1337,1998-06-06,PRIJEM,VKLAD,7344,71903,NULL,NULL,NULL
393146,1337,1998-07-06,PRIJEM,VKLAD,4896,48933,NULL,NULL,NULL
393147,1337,1998-08-06,PRIJEM,VKLAD,4896,55249,NULL,NULL,NULL
393148,1337,1998-09-06,PRIJEM,VKLAD,4896,58964,NULL,NULL,NULL
393149,1337,1998-10-06,PRIJEM,VKLAD,4896,63397,NULL,NULL,NULL
393150,1337,1998-11-06,PRIJEM,VKLAD,4896,68357,NULL,NULL,NULL
393151,1337,1998-12-06,PRIJEM,VKLAD,7344,71289,NULL,NULL,NULL
393212,1337,1998-01-11,VYDAJ,"PREVOD NA UCET",3264,59018,SIPO,WX,46227514
393213,1337,1998-02-11,VYDAJ,"PREVOD NA UCET",3264,51259,SIPO,WX,46227514
393214,1337,1998-03-11,VYDAJ,"PREVOD NA UCET",3264,58882,SIPO,WX,46227514
393215,1337,1998-04-11,VYDAJ,"PREVOD NA UCET",3264,62735,SIPO,WX,46227514
393216,1337,1998-05-11,VYDAJ,"PREVOD NA UCET",3264,64309,SIPO,WX,46227514
393217,1337,1998-06-11,VYDAJ,"PREVOD NA UCET",3264,63439,SIPO,WX,46227514
393218,1337,1998-07-11,VYDAJ,"PREVOD NA UCET",3264,48869,SIPO,WX,46227514
393219,1337,1998-08-11,VYDAJ,"PREVOD NA UCET",3264,51985,SIPO,WX,46227514
393220,1337,1998-09-11,VYDAJ,"PREVOD NA UCET",3264,55700,SIPO,WX,46227514
393221,1337,1998-10-11,VYDAJ,"PREVOD NA UCET",3264,60133,SIPO,WX,46227514
393222,1337,1998-11-11,VYDAJ,"PREVOD NA UCET",3264,65093,SIPO,WX,46227514
393223,1337,1998-12-11,VYDAJ,"PREVOD NA UCET",3264,68025,SIPO,WX,46227514
393229,1337,1998-06-12,VYDAJ,VYBER,19600,43839,NULL,NULL,NULL
393235,1337,1998-01-27,VYDAJ,VYBER,3200,46018,NULL,NULL,NULL
393241,1337,1998-12-05,VYDAJ,VYBER,1700,63945,NULL,NULL,NULL
393272,1337,1998-01-24,VYDAJ,VYBER,1900,49218,NULL,NULL,NULL
393273,1337,1998-01-06,VYDAJ,VYBER,2500,59282,NULL,NULL,NULL
393274,1337,1998-01-01,VYDAJ,VYBER,1300,56886,NULL,NULL,NULL
393275,1337,1998-01-27,VYDAJ,VYBER,2700,43318,NULL,NULL,NULL
393276,1337,1998-01-16,VYDAJ,VYBER,2300,52018,NULL,NULL,NULL
393277,1337,1998-01-22,VYDAJ,VYBER,900,51118,NULL,NULL,NULL
393300,1337,1998-08-14,VYDAJ,VYBER,4700,47285,NULL,NULL,NULL
393301,1337,1998-09-04,VYDAJ,VYBER,3400,41768,NULL,NULL,NULL
393302,1337,1998-01-14,VYDAJ,VYBER,4700,54318,NULL,NULL,NULL
393303,1337,1998-09-16,VYDAJ,VYBER,4800,50900,NULL,NULL,NULL
393304,1337,1998-08-19,VYDAJ,VYBER,2300,44985,NULL,NULL,NULL
393366,1337,1998-01-31,VYDAJ,VYBER,15,43527,SLUZBY,NULL,NULL
393367,1337,1998-02-28,VYDAJ,VYBER,15,51450,SLUZBY,NULL,NULL
393368,1337,1998-03-31,VYDAJ,VYBER,15,59103,SLUZBY,NULL,NULL
393369,1337,1998-04-30,VYDAJ,VYBER,15,62977,SLUZBY,NULL,NULL
393370,1337,1998-05-31,VYDAJ,VYBER,15,64559,SLUZBY,NULL,NULL
393371,1337,1998-06-30,VYDAJ,VYBER,15,44037,SLUZBY,NULL,NULL
393372,1337,1998-07-31,VYDAJ,VYBER,15,49053,SLUZBY,NULL,NULL
393373,1337,1998-08-31,VYDAJ,VYBER,15,45168,SLUZBY,NULL,NULL
393374,1337,1998-09-30,VYDAJ,VYBER,15,51101,SLUZBY,NULL,NULL
393375,1337,1998-10-31,VYDAJ,VYBER,15,60361,SLUZBY,NULL,NULL
393376,1337,1998-11-30,VYDAJ,VYBER,15,65345,SLUZBY,NULL,NULL
393429,1337,1998-01-08,PRIJEM,VKLAD,3000,62282,NULL,NULL,NULL
393430,1337,1998-02-07,PRIJEM,VKLAD,6100,54523,NULL,NULL,NULL
393431,1337,1998-03-09,PRIJEM,VKLAD,5800,62146,NULL,NULL,NULL
393432,1337,1998-04-08,PRIJEM,VKLAD,2000,65999,NULL,NULL,NULL
393433,1337,1998-05-08,VYDAJ,VYBER,300,67573,NULL,NULL,NULL
393434,1337,1998-06-07,VYDAJ,VYBER,5200,66703,NULL,NULL,NULL
393435,1337,1998-07-07,PRIJEM,VKLAD,3200,52133,NULL,NULL,NULL
393436,1337,1998-08-06,PRIJEM,VKLAD,1300,50353,NULL,NULL,NULL
393437,1337,1998-09-05,PRIJEM,VKLAD,12300,54068,NULL,NULL,NULL
393438,1337,1998-10-05,PRIJEM,VKLAD,7400,58501,NULL,NULL,NULL
393439,1337,1998-11-04,PRIJEM,VKLAD,3100,63461,NULL,NULL,NULL
393440,1337,1998-12-04,PRIJEM,VKLAD,300,65645,NULL,NULL,NULL
393567,1338,1998-11-26,PRIJEM,VKLAD,48503,153761,NULL,NULL,NULL
393568,1338,1998-11-03,PRIJEM,VKLAD,7997,96497,NULL,NULL,NULL
393569,1338,1998-12-10,PRIJEM,VKLAD,12332,101639,NULL,NULL,NULL
393570,1338,1998-04-13,PRIJEM,VKLAD,18843,76222,NULL,NULL,NULL
393571,1338,1998-07-27,PRIJEM,VKLAD,32358,111517,NULL,NULL,NULL
393572,1338,1998-12-19,PRIJEM,VKLAD,40803,157455,NULL,NULL,NULL
393573,1338,1998-03-19,PRIJEM,VKLAD,20582,92857,NULL,NULL,NULL
393574,1338,1998-11-20,PRIJEM,VKLAD,30024,124358,NULL,NULL,NULL
393575,1338,1998-11-12,PRIJEM,VKLAD,15436,94491,NULL,NULL,NULL
393576,1338,1998-03-03,PRIJEM,VKLAD,45526,94974,NULL,NULL,NULL
393577,1338,1998-10-23,PRIJEM,VKLAD,36239,135023,NULL,NULL,NULL
393578,1338,1998-05-30,PRIJEM,VKLAD,19286,69532,NULL,NULL,NULL
393579,1338,1998-07-20,PRIJEM,VKLAD,38893,87215,NULL,NULL,NULL
393580,1338,1998-04-03,PRIJEM,VKLAD,32559,124478,NULL,NULL,NULL
393581,1338,1998-01-05,PRIJEM,VKLAD,17842,44209,NULL,NULL,NULL
393582,1338,1998-03-22,PRIJEM,VKLAD,18466,111323,NULL,NULL,NULL
393583,1338,1998-01-06,PRIJEM,VKLAD,29273,73482,NULL,NULL,NULL
393584,1338,1998-10-16,PRIJEM,VKLAD,15811,78271,NULL,NULL,NULL
393585,1338,1998-12-18,PRIJEM,VKLAD,45570,131752,NULL,NULL,NULL
393586,1338,1998-09-20,PRIJEM,VKLAD,29169,66741,NULL,NULL,NULL
393587,1338,1998-10-20,PRIJEM,VKLAD,46013,124284,NULL,NULL,NULL
393648,1338,1998-01-08,VYDAJ,"PREVOD NA UCET",4545,68937,SIPO,CD,87075221
393649,1338,1998-02-08,VYDAJ,"PREVOD NA UCET",4545,35739,SIPO,CD,87075221
393650,1338,1998-03-08,VYDAJ,"PREVOD NA UCET",4545,90429,SIPO,CD,87075221
393651,1338,1998-04-08,VYDAJ,"PREVOD NA UCET",4545,58433,SIPO,CD,87075221
393652,1338,1998-05-08,VYDAJ,"PREVOD NA UCET",4545,46681,SIPO,CD,87075221
393653,1338,1998-06-08,VYDAJ,"PREVOD NA UCET",4545,51080,SIPO,CD,87075221
393654,1338,1998-07-08,VYDAJ,"PREVOD NA UCET",4545,38476,SIPO,CD,87075221
393655,1338,1998-08-08,VYDAJ,"PREVOD NA UCET",4545,107215,SIPO,CD,87075221
393656,1338,1998-09-08,VYDAJ,"PREVOD NA UCET",4545,53175,SIPO,CD,87075221
393657,1338,1998-10-08,VYDAJ,"PREVOD NA UCET",4545,62414,SIPO,CD,87075221
393658,1338,1998-11-08,VYDAJ,"PREVOD NA UCET",4545,91952,SIPO,CD,87075221
393659,1338,1998-12-08,VYDAJ,"PREVOD NA UCET",4545,90204,SIPO,CD,87075221
393720,1338,1998-01-09,VYDAJ,"PREVOD NA UCET",897,65340," ",OP,42143994
393721,1338,1998-02-09,VYDAJ,"PREVOD NA UCET",897,34842," ",OP,42143994
393722,1338,1998-03-09,VYDAJ,"PREVOD NA UCET",897,89532," ",OP,42143994
393723,1338,1998-04-09,VYDAJ,"PREVOD NA UCET",897,57536," ",OP,42143994
393724,1338,1998-05-09,VYDAJ,"PREVOD NA UCET",897,45784," ",OP,42143994
393725,1338,1998-06-09,VYDAJ,"PREVOD NA UCET",897,50183," ",OP,42143994
393726,1338,1998-07-09,VYDAJ,"PREVOD NA UCET",897,37579," ",OP,42143994
393727,1338,1998-08-09,VYDAJ,"PREVOD NA UCET",897,106318," ",OP,42143994
393728,1338,1998-09-09,VYDAJ,"PREVOD NA UCET",897,52278," ",OP,42143994
393729,1338,1998-10-09,VYDAJ,"PREVOD NA UCET",897,61517," ",OP,42143994
393730,1338,1998-11-09,VYDAJ,"PREVOD NA UCET",897,91055," ",OP,42143994
393731,1338,1998-12-09,VYDAJ,"PREVOD NA UCET",897,89307," ",OP,42143994
393792,1338,1998-01-12,VYDAJ,"PREVOD NA UCET",157,65183,POJISTNE,IJ,85222345
393793,1338,1998-02-12,VYDAJ,"PREVOD NA UCET",157,34685,POJISTNE,IJ,85222345
393794,1338,1998-03-12,VYDAJ,"PREVOD NA UCET",157,89375,POJISTNE,IJ,85222345
393795,1338,1998-04-12,VYDAJ,"PREVOD NA UCET",157,57379,POJISTNE,IJ,85222345
393796,1338,1998-05-12,VYDAJ,"PREVOD NA UCET",157,42146,POJISTNE,IJ,85222345
393797,1338,1998-06-12,VYDAJ,"PREVOD NA UCET",157,50026,POJISTNE,IJ,85222345
393798,1338,1998-07-12,VYDAJ,"PREVOD NA UCET",157,37422,POJISTNE,IJ,85222345
393799,1338,1998-08-12,VYDAJ,"PREVOD NA UCET",157,106161,POJISTNE,IJ,85222345
393800,1338,1998-09-12,VYDAJ,"PREVOD NA UCET",157,58121,POJISTNE,IJ,85222345
393801,1338,1998-10-12,VYDAJ,"PREVOD NA UCET",157,62460,POJISTNE,IJ,85222345
393802,1338,1998-11-12,VYDAJ,"PREVOD NA UCET",157,94334,POJISTNE,IJ,85222345
393803,1338,1998-12-12,VYDAJ,"PREVOD NA UCET",157,86182,POJISTNE,IJ,85222345
393840,1338,1998-07-24,VYBER,VYBER,8056,79159,NULL,NULL,NULL
393841,1338,1998-05-03,VYBER,VYBER,7896,58726,NULL,NULL,NULL
393842,1338,1998-09-14,VYBER,VYBER,20549,37572,NULL,NULL,NULL
393843,1338,1998-03-25,VYBER,VYBER,19725,91598,NULL,NULL,NULL
393844,1338,1998-05-12,VYBER,VYBER,3481,42303,NULL,NULL,NULL
393845,1338,1998-08-26,VYBER,VYBER,19393,63068,NULL,NULL,NULL
393847,1338,1998-10-23,VYBER,VYBER,7673,127350,NULL,NULL,NULL
393853,1338,1998-06-05,VYDAJ,VYBER,14100,55625,NULL,NULL,NULL
393859,1338,1998-12-20,VYDAJ,VYBER,5400,108555,NULL,NULL,NULL
393890,1338,1998-01-09,VYDAJ,VYBER,2700,66237,NULL,NULL,NULL
393891,1338,1998-01-13,VYDAJ,VYBER,5700,59483,NULL,NULL,NULL
393892,1338,1998-01-27,VYDAJ,VYBER,6300,40083,NULL,NULL,NULL
393894,1338,1998-01-22,VYDAJ,VYBER,3900,54483,NULL,NULL,NULL
393895,1338,1998-01-02,VYDAJ,VYBER,2100,26367,NULL,NULL,NULL
393923,1338,1998-01-22,VYDAJ,VYBER,8100,46383,NULL,NULL,NULL
393924,1338,1998-06-18,VYDAJ,VYBER,8400,42826,NULL,NULL,NULL
393925,1338,1998-09-07,VYDAJ,VYBER,5700,57720,NULL,NULL,NULL
393926,1338,1998-05-03,VYDAJ,VYBER,7500,51226,NULL,NULL,NULL
393988,1338,1998-01-31,VYDAJ,VYBER,15,40284,SLUZBY,NULL,NULL
393989,1338,1998-02-28,VYDAJ,VYBER,15,49448,SLUZBY,NULL,NULL
393990,1338,1998-03-31,VYDAJ,VYBER,15,91919,SLUZBY,NULL,NULL
393991,1338,1998-04-30,VYDAJ,VYBER,15,66622,SLUZBY,NULL,NULL
393992,1338,1998-05-31,VYDAJ,VYBER,15,69725,SLUZBY,NULL,NULL
393993,1338,1998-06-30,VYDAJ,VYBER,15,43021,SLUZBY,NULL,NULL
393994,1338,1998-07-31,VYDAJ,VYBER,15,111760,SLUZBY,NULL,NULL
393995,1338,1998-08-31,VYDAJ,VYBER,15,63420,SLUZBY,NULL,NULL
393996,1338,1998-09-30,VYDAJ,VYBER,15,66959,SLUZBY,NULL,NULL
393997,1338,1998-10-31,VYDAJ,VYBER,15,88500,SLUZBY,NULL,NULL
393998,1338,1998-11-30,VYDAJ,VYBER,15,94749,SLUZBY,NULL,NULL
394067,1338,1998-01-15,VYDAJ,VYBER,1100,58383,NULL,NULL,NULL
394068,1338,1998-02-14,PRIJEM,VKLAD,14600,49285,NULL,NULL,NULL
394069,1338,1998-03-16,VYDAJ,VYBER,17100,72275,NULL,NULL,NULL
394070,1338,1998-04-03,VYDAJ,VYBER,61500,62978,NULL,NULL,NULL
394071,1338,1998-04-15,VYDAJ,VYBER,9900,66322,NULL,NULL,NULL
394072,1338,1998-05-15,PRIJEM,VKLAD,8100,50246,NULL,NULL,NULL
394073,1338,1998-06-14,PRIJEM,VKLAD,1200,51226,NULL,NULL,NULL
394074,1338,1998-07-14,PRIJEM,VKLAD,10900,48322,NULL,NULL,NULL
394075,1338,1998-08-13,VYDAJ,VYBER,23700,82461,NULL,NULL,NULL
394076,1338,1998-09-12,PRIJEM,VKLAD,6000,58278,NULL,NULL,NULL
394077,1338,1998-10-12,PRIJEM,VKLAD,1100,62617,NULL,NULL,NULL
394078,1338,1998-10-20,VYDAJ,VYBER,25500,98784,NULL,NULL,NULL
394079,1338,1998-10-23,VYDAJ,VYBER,39200,88150,NULL,NULL,NULL
394080,1338,1998-11-11,VYDAJ,VYBER,12000,79055,NULL,NULL,NULL
394081,1338,1998-11-20,VYDAJ,VYBER,19100,105258,NULL,NULL,NULL
394082,1338,1998-11-26,VYDAJ,VYBER,59400,94361,NULL,NULL,NULL
394083,1338,1998-12-11,VYDAJ,VYBER,15300,86339,NULL,NULL,NULL
394084,1338,1998-12-18,VYDAJ,VYBER,15100,116652,NULL,NULL,NULL
394085,1338,1998-12-19,VYDAJ,VYBER,25300,132155,NULL,NULL,NULL
394086,1338,1998-12-20,VYDAJ,VYBER,18200,113955,NULL,NULL,NULL
394163,1339,1998-11-11,PRIJEM,VKLAD,8449,71855,NULL,NULL,NULL
394164,1339,1998-12-02,PRIJEM,VKLAD,8284,42654,NULL,NULL,NULL
394165,1339,1998-09-14,PRIJEM,VKLAD,21835,36297,NULL,NULL,NULL
394166,1339,1998-06-23,PRIJEM,VKLAD,31654,81915,NULL,NULL,NULL
394167,1339,1998-06-12,PRIJEM,VKLAD,33295,60461,NULL,NULL,NULL
394168,1339,1998-12-17,PRIJEM,VKLAD,9931,55443,NULL,NULL,NULL
394169,1339,1998-03-28,PRIJEM,VKLAD,18950,43489,NULL,NULL,NULL
394170,1339,1998-11-23,PRIJEM,VKLAD,26305,73474,NULL,NULL,NULL
394171,1339,1998-11-08,PRIJEM,VKLAD,35645,63406,NULL,NULL,NULL
394172,1339,1998-05-11,PRIJEM,VKLAD,35515,52274,NULL,NULL,NULL
394173,1339,1998-02-22,PRIJEM,VKLAD,19156,45654,NULL,NULL,NULL
394174,1339,1998-01-26,PRIJEM,VKLAD,27677,43898,NULL,NULL,NULL
394175,1339,1998-09-19,PRIJEM,VKLAD,43645,79942,NULL,NULL,NULL
394176,1339,1998-09-21,PRIJEM,VKLAD,23360,103302,NULL,NULL,NULL
394177,1339,1998-12-04,PRIJEM,VKLAD,7358,50012,NULL,NULL,NULL
394189,1339,1998-08-29,VYBER,VYBER,2300,22571,NULL,NULL,NULL
394190,1339,1998-11-21,VYBER,VYBER,24686,47169,NULL,NULL,NULL
394192,1339,1998-12-18,VYBER,VYBER,19065,36378,NULL,NULL,NULL
394198,1339,1998-12-22,VYDAJ,VYBER,2400,33978,NULL,NULL,NULL
394204,1339,1998-11-23,VYDAJ,VYBER,8100,65374,NULL,NULL,NULL
